competition,event,race,code,position,nationality,time,crew
2016 Olympic Games Regatta,W2-,Women's Pair - Heat,H1,5,NED,07:23.1,"ROBBERS, Karien; JORRITSMA, Aletta"
2016 Olympic Games Regatta,W2-,Women's Pair - Heat,H2,1,NZL,07:09.2,"BEHRENT, Genevieve; SCOWN, Rebecca"
2016 Olympic Games Regatta,W2-,Women's Pair - Heat,H2,2,RSA,07:11.3,"PERSSE, Lee-Ann; CHRISTOWITZ, Kate"
2016 Olympic Games Regatta,W2-,Women's Pair - Heat,H2,3,CHN,07:15.7,"ZHANG, Min; MIAO, Tian"
2016 Olympic Games Regatta,W2-,Women's Pair - Heat,H2,4,FRA,07:26.3,"KOBER, Noemie; LE NEPVOU, Marie"
2016 Olympic Games Regatta,W2-,Women's Pair - Heat,H2,5,BLR,07:35.2,"FURMAN, Alena; NIKULINA, Ina"
2016 Olympic Games Regatta,W2-,Women's Pair - Heat,H3,1,USA,07:05.1,"MUELLER, Felice; LUCZAK, Grace"
2016 Olympic Games Regatta,W2-,Women's Pair - Heat,H3,2,ESP,07:12.0,"BOADA PEIRO, Anna; CID I, Aina"
2016 Olympic Games Regatta,W2-,Women's Pair - Heat,H3,3,POL,07:12.8,"WIERZBOWSKA, Anna; WIERZBOWSKA, Maria"
2016 Olympic Games Regatta,W2-,Women's Pair - Heat,H3,4,ITA,07:13.1,"PATELLI, Alessandra; BERTOLASI, Sara"
2016 Olympic Games Regatta,W2-,Women's Pair - Heat,H3,5,ROU,07:18.2,"BERES, Madalina; OPREA, Laura"
2016 Olympic Games Regatta,W2-,Women's Pair - Final,FA,1,GBR,07:18.3,"GLOVER, Helen; STANNING, Heather"
2016 Olympic Games Regatta,W2-,Women's Pair - Final,FA,2,NZL,07:19.5,"BEHRENT, Genevieve; SCOWN, Rebecca"
2016 Olympic Games Regatta,W2-,Women's Pair - Final,FA,3,DEN,07:20.7,"RASMUSSEN, Hedvig; ANDERSEN, Anne"
2016 Olympic Games Regatta,W2-,Women's Pair - Final,FA,4,USA,07:24.8,"MUELLER, Felice; LUCZAK, Grace"
2016 Olympic Games Regatta,W2-,Women's Pair - Final,FA,5,RSA,07:28.5,"PERSSE, Lee-Ann; CHRISTOWITZ, Kate"
2016 Olympic Games Regatta,W2-,Women's Pair - Final,FA,6,ESP,07:35.2,"BOADA PEIRO, Anna; CID I, Aina"
2016 Olympic Games Regatta,W2-,Women's Pair - Final,FB,1,CHN,07:17.1,"ZHANG, Min; MIAO, Tian"
2016 Olympic Games Regatta,W2-,Women's Pair - Final,FB,2,GER,07:18.6,"HARTMANN, Kerstin; MARCHAND, Kathrin"
2016 Olympic Games Regatta,W2-,Women's Pair - Final,FB,3,ROU,07:19.6,"BERES, Madalina; OPREA, Laura"
2016 Olympic Games Regatta,W2-,Women's Pair - Final,FB,4,POL,07:21.5,"WIERZBOWSKA, Anna; WIERZBOWSKA, Maria"
2016 Olympic Games Regatta,W2-,Women's Pair - Final,FB,5,ITA,07:24.5,"PATELLI, Alessandra; BERTOLASI, Sara"
2016 Olympic Games Regatta,W2-,Women's Pair - Final,FB,6,FRA,07:26.6,"KOBER, Noemie; LE NEPVOU, Marie"
2016 Olympic Games Regatta,W2-,Women's Pair - Final,FC,1,NED,08:23.6,"ROBBERS, Karien; JORRITSMA, Aletta"
2016 Olympic Games Regatta,W2-,Women's Pair - Final,FC,2,CAN,08:26.0,"MARTINS, Jennifer; HARE, Nicole"
2016 Olympic Games Regatta,W2-,Women's Pair - Final,FC,3,BLR,08:32.5,"FURMAN, Alena; NIKULINA, Ina"
2016 Olympic Games Regatta,W2-,Women's Pair - Repechage,R1,1,ROU,07:55.3,"BERES, Madalina; OPREA, Laura"
2016 Olympic Games Regatta,W2-,Women's Pair - Repechage,R1,2,ITA,07:58.9,"PATELLI, Alessandra; BERTOLASI, Sara"
2016 Olympic Games Regatta,W2-,Women's Pair - Repechage,R1,3,FRA,07:59.4,"KOBER, Noemie; LE NEPVOU, Marie"
2016 Olympic Games Regatta,W2-,Women's Pair - Repechage,R1,4,CAN,08:01.1,"MARTINS, Jennifer; HARE, Nicole"
2016 Olympic Games Regatta,W2-,Women's Pair - Repechage,R1,5,NED,08:03.1,"ROBBERS, Karien; JORRITSMA, Aletta"
2016 Olympic Games Regatta,W2-,Women's Pair - Repechage,R1,6,BLR,08:07.2,"FURMAN, Alena; NIKULINA, Ina"
2016 Olympic Games Regatta,W2-,Women's Pair - Semifinal,SA/B 1,1,GBR,07:18.7,"GLOVER, Helen; STANNING, Heather"
2016 Olympic Games Regatta,W2-,Women's Pair - Semifinal,SA/B 1,2,USA,07:20.9,"MUELLER, Felice; LUCZAK, Grace"
2016 Olympic Games Regatta,W2-,Women's Pair - Semifinal,SA/B 1,3,RSA,07:24.0,"PERSSE, Lee-Ann; CHRISTOWITZ, Kate"
2016 Olympic Games Regatta,W2-,Women's Pair - Semifinal,SA/B 1,4,ROU,07:29.2,"BERES, Madalina; OPREA, Laura"
2016 Olympic Games Regatta,W2-,Women's Pair - Semifinal,SA/B 1,5,POL,07:39.1,"WIERZBOWSKA, Anna; WIERZBOWSKA, Maria"
2016 Olympic Games Regatta,W2-,Women's Pair - Semifinal,SA/B 1,6,ITA,07:45.4,"PATELLI, Alessandra; BERTOLASI, Sara"
2016 Olympic Games Regatta,W2-,Women's Pair - Semifinal,SA/B 2,1,DEN,07:27.6,"RASMUSSEN, Hedvig; ANDERSEN, Anne"
2016 Olympic Games Regatta,W2-,Women's Pair - Semifinal,SA/B 2,2,NZL,07:29.7,"BEHRENT, Genevieve; SCOWN, Rebecca"
2016 Olympic Games Regatta,W2-,Women's Pair - Semifinal,SA/B 2,3,ESP,07:30.8,"BOADA PEIRO, Anna; CID I, Aina"
2016 Olympic Games Regatta,W2-,Women's Pair - Semifinal,SA/B 2,4,CHN,07:30.9,"ZHANG, Min; MIAO, Tian"
2016 Olympic Games Regatta,W2-,Women's Pair - Semifinal,SA/B 2,5,GER,07:39.8,"HARTMANN, Kerstin; MARCHAND, Kathrin"
2016 Olympic Games Regatta,W2-,Women's Pair - Semifinal,SA/B 2,6,FRA,07:44.8,"KOBER, Noemie; LE NEPVOU, Marie"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Heat,H1,1,UKR,06:35.5,"VERKHOGLIAD, Daryna; BURYAK, Olena; KOZHENKOVA, Anastasiia; NIMCHENKO, Ievgeniia"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Heat,H1,2,AUS,06:37.4,"HALL, Jessica; HORE, Kerry; CLEARY, Jennifer; EDMUNDS, Madeleine"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Heat,H1,3,NED,06:38.6,"ACHTERBERG, Chantal; BEUKERS, Nicole; JANSSEN, Inge; BOUW, Carline"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Heat,H1,4,CHN,06:40.2,"ZHANG, Ling; JIANG, Yan; WANG, Yuwei; ZHANG, Xinyue"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Heat,H2,1,GER,06:30.9,"THIELE, Annekatrin; BAER, Carina; LIER, Julia; SCHMIDLA, Lisa"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Heat,H2,2,POL,06:33.4,"SPRINGWALD, Maria; LESZCZYNSKA, Joanna; KOBUS, Agnieszka; CIACIUCH, Monika"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Heat,H2,3,USA,06:40.8,"LATZ, Grace; EISSER, Tracy; KALMOE, Megan; MARTELLI, Adrienne"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Final,FA,1,GER,06:49.4,"THIELE, Annekatrin; BAER, Carina; LIER, Julia; SCHMIDLA, Lisa"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Final,FA,2,NED,06:50.3,"ACHTERBERG, Chantal; BEUKERS, Nicole; JANSSEN, Inge; BOUW, Carline"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Final,FA,3,POL,06:50.9,"SPRINGWALD, Maria; LESZCZYNSKA, Joanna; KOBUS, Agnieszka; CIACIUCH, Monika"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Final,FA,4,UKR,06:56.1,"VERKHOGLIAD, Daryna; BURYAK, Olena; KOZHENKOVA, Anastasiia; NIMCHENKO, Ievgeniia"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Final,FA,5,USA,06:57.7,"LATZ, Grace; EISSER, Tracy; KALMOE, Megan; MARTELLI, Adrienne"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Final,FA,6,CHN,06:59.5,"ZHANG, Ling; JIANG, Yan; WANG, Yuwei; ZHANG, Xinyue"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Repechage,R1,1,NED,06:24.6,"ACHTERBERG, Chantal; BEUKERS, Nicole; JANSSEN, Inge; BOUW, Carline"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Repechage,R1,2,POL,06:25.5,"SPRINGWALD, Maria; LESZCZYNSKA, Joanna; KOBUS, Agnieszka; CIACIUCH, Monika"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Repechage,R1,3,CHN,06:28.5,"ZHANG, Ling; JIANG, Yan; WANG, Yuwei; ZHANG, Xinyue"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Repechage,R1,4,USA,06:28.5,"LATZ, Grace; EISSER, Tracy; KALMOE, Megan; MARTELLI, Adrienne"
2016 Olympic Games Regatta,W4x,Women's Quadruple Sculls - Repechage,R1,5,AUS,06:28.6,"HALL, Jessica; HORE, Kerry; CLEARY, Jennifer; EDMUNDS, Madeleine"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H1,1,MEX,08:11.4,"LECHUGA ALANIS, Kenia"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H1,2,ZIM,08:18.9,"THORNYCROFT, Micheen"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H1,3,AUS,08:22.8,"BRENNAN, Kimberley"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H1,4,KOR,08:24.8,"KIM, Yeji"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H1,5,SWE,08:48.5,"SVENNUNG, Anna Malvina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H1,6,BAH,09:22.1,"MORLEY, Emily"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H2,1,USA,08:29.7,"STONE, Genevra"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H2,2,DEN,08:30.1,"ERICHSEN, Fie Udby"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H2,3,LTU,08:35.9,"SALTYTE, Lina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H2,4,IRI,08:39.3,"JAVAR, Mahsa"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H2,5,ARG,08:47.0,"PALERMO, Lucia"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H2,6,INA,09:36.1,"YULIAWATI, Dewi"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H3,1,CAN,08:41.1,"ZEEMAN, Carling"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H3,2,IRL,09:11.5,"PUSPURE, Sanita"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H3,3,EGY,09:14.6,"NEGM, Nadia"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H3,4,THA,09:18.0,"NEEGREE, Phuttharaksa"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H3,5,PER,09:30.6,"VALLE GRANADOS, Camila"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H4,1,CHN,08:18.6,"DUAN, Jingli"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H4,2,SUI,08:28.1,"GMELIN, Jeannine"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H4,3,SIN,08:44.7,"MOHAMED RAFA'EE, Saiyidah"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H4,4,TPE,08:51.7,"HUANG, Yi-Ting"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H4,5,KAZ,09:34.2,"GERMANOVICH, Svetlana"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H5,1,AUT,08:26.8,"LOBNIG, Magdalena"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H5,2,CZE,08:28.9,"TOPINKOVA KNAPKOVA, Miroslava"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H5,3,NGR,08:35.3,"UKOGU, Chierika"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H5,4,ALG,08:55.1,"ROUBA, Amina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H5,5,TOG,09:56.4,"AYIVON, Akossiwa"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H6,1,NZL,08:17.0,"TWIGG, Emma"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H6,2,BLR,08:21.2,"KARSTEN, Ekaterina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H6,3,BER,08:22.2,"PEARSON, Michelle"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H6,4,PAR,08:27.4,"MOSQUEIRA, Gabriela"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Heat,H6,5,TTO,08:31.8,"CHOW, Felice"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FA,1,AUS,07:21.5,"BRENNAN, Kimberley"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FA,2,USA,07:22.9,"STONE, Genevra"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FA,3,CHN,07:24.1,"DUAN, Jingli"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FA,4,NZL,07:24.5,"TWIGG, Emma"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FA,5,SUI,07:29.7,"GMELIN, Jeannine"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FA,6,AUT,07:34.9,"LOBNIG, Magdalena"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FB,1,CZE,07:22.9,"TOPINKOVA KNAPKOVA, Miroslava"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FB,2,BLR,07:25.0,"KARSTEN, Ekaterina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FB,3,DEN,07:25.1,"ERICHSEN, Fie Udby"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FB,4,CAN,07:28.6,"ZEEMAN, Carling"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FB,5,ZIM,07:30.6,"THORNYCROFT, Micheen"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FB,6,MEX,07:40.4,"LECHUGA ALANIS, Kenia"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FC,1,IRL,07:27.6,"PUSPURE, Sanita"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FC,2,LTU,07:30.4,"SALTYTE, Lina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FC,3,SWE,07:32.5,"SVENNUNG, Anna Malvina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FC,4,BER,07:34.4,"PEARSON, Michelle"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FC,5,ARG,07:50.6,"PALERMO, Lucia"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FC,6,KOR,07:52.7,"KIM, Yeji"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FD,1,PAR,07:44.6,"MOSQUEIRA, Gabriela"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FD,2,NGR,07:44.8,"UKOGU, Chierika"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FD,3,ALG,07:46.6,"ROUBA, Amina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FD,4,TTO,07:50.2,"CHOW, Felice"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FD,5,SIN,07:55.7,"MOHAMED RAFA'EE, Saiyidah"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FD,6,EGY,08:09.5,"NEGM, Nadia"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FE,1,TPE,08:34.5,"HUANG, Yi-Ting"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FE,2,KAZ,08:38.3,"GERMANOVICH, Svetlana"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FE,3,THA,08:41.3,"NEEGREE, Phuttharaksa"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FE,4,IRI,08:43.3,"JAVAR, Mahsa"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FE,5,INA,08:44.5,"YULIAWATI, Dewi"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FE,6,BAH,08:56.4,"MORLEY, Emily"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FF,1,PER,09:18.2,"VALLE GRANADOS, Camila"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Final,FF,2,TOG,09:54.5,"AYIVON, Akossiwa"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q1,1,NZL,07:31.8,"TWIGG, Emma"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q1,2,CZE,07:37.0,"TOPINKOVA KNAPKOVA, Miroslava"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q1,3,MEX,07:44.1,"LECHUGA ALANIS, Kenia"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q1,4,KOR,07:51.8,"KIM, Yeji"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q1,5,PAR,07:54.5,"MOSQUEIRA, Gabriela"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q1,6,SIN,07:56.0,"MOHAMED RAFA'EE, Saiyidah"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q2,1,USA,07:27.0,"STONE, Genevra"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q2,2,SUI,07:29.7,"GMELIN, Jeannine"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q2,3,AUT,07:35.4,"LOBNIG, Magdalena"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q2,4,SWE,07:38.1,"SVENNUNG, Anna Malvina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q2,5,TTO,08:02.5,"CHOW, Felice"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q2,6,EGY,08:25.8,"NEGM, Nadia"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q3,1,DEN,07:33.2,"ERICHSEN, Fie Udby"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q3,2,ZIM,07:34.4,"THORNYCROFT, Micheen"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q3,3,CAN,07:34.5,"ZEEMAN, Carling"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q3,4,BER,07:34.9,"PEARSON, Michelle"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q3,5,NGR,07:54.4,"UKOGU, Chierika"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q3,6,ALG,08:21.1,"ROUBA, Amina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q4,1,AUS,07:26.9,"BRENNAN, Kimberley"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q4,2,CHN,07:27.9,"DUAN, Jingli"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q4,3,BLR,07:28.0,"KARSTEN, Ekaterina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q4,4,IRL,07:28.7,"PUSPURE, Sanita"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q4,5,LTU,07:38.4,"SALTYTE, Lina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Quarterfinal,Q4,6,ARG,07:56.6,"PALERMO, Lucia"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Repechage,R1,1,ALG,08:04.2,"ROUBA, Amina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Repechage,R1,2,TTO,08:04.9,"CHOW, Felice"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Repechage,R1,3,IRI,08:06.6,"JAVAR, Mahsa"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Repechage,R1,4,BAH,08:22.8,"MORLEY, Emily"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Repechage,R1,5,PER,08:32.7,"VALLE GRANADOS, Camila"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Repechage,R2,1,KOR,07:59.6,"KIM, Yeji"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Repechage,R2,2,ARG,08:00.6,"PALERMO, Lucia"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Repechage,R2,3,TPE,08:01.3,"HUANG, Yi-Ting"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Repechage,R2,4,TOG,09:04.8,"AYIVON, Akossiwa"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Repechage,R3,1,SWE,07:46.4,"SVENNUNG, Anna Malvina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Repechage,R3,2,PAR,07:59.3,"MOSQUEIRA, Gabriela"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Repechage,R3,3,KAZ,08:00.4,"GERMANOVICH, Svetlana"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Repechage,R3,4,THA,08:07.9,"NEEGREE, Phuttharaksa"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Repechage,R3,5,INA,08:14.8,"YULIAWATI, Dewi"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SA/B 1,1,AUS,07:47.9,"BRENNAN, Kimberley"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SA/B 1,2,NZL,07:48.2,"TWIGG, Emma"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SA/B 1,3,SUI,07:49.8,"GMELIN, Jeannine"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SA/B 1,4,CAN,07:54.1,"ZEEMAN, Carling"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SA/B 1,5,ZIM,08:00.5,"THORNYCROFT, Micheen"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SA/B 1,6,MEX,08:14.8,"LECHUGA ALANIS, Kenia"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SA/B 2,1,CHN,07:44.0,"DUAN, Jingli"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SA/B 2,2,USA,07:44.6,"STONE, Genevra"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SA/B 2,3,AUT,07:45.5,"LOBNIG, Magdalena"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SA/B 2,4,CZE,07:47.5,"TOPINKOVA KNAPKOVA, Miroslava"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SA/B 2,5,BLR,07:48.9,"KARSTEN, Ekaterina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SA/B 2,6,DEN,08:08.7,"ERICHSEN, Fie Udby"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SC/D 1,1,LTU,07:55.6,"SALTYTE, Lina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SC/D 1,2,SWE,08:00.4,"SVENNUNG, Anna Malvina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SC/D 1,3,KOR,08:12.6,"KIM, Yeji"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SC/D 1,4,NGR,08:18.6,"UKOGU, Chierika"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SC/D 1,5,ALG,08:22.3,"ROUBA, Amina"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SC/D 1,6,SIN,08:22.5,"MOHAMED RAFA'EE, Saiyidah"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SC/D 2,1,IRL,07:53.5,"PUSPURE, Sanita"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SC/D 2,2,BER,08:05.8,"PEARSON, Michelle"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SC/D 2,3,ARG,08:15.4,"PALERMO, Lucia"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SC/D 2,4,TTO,08:20.1,"CHOW, Felice"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SC/D 2,5,PAR,08:22.8,"MOSQUEIRA, Gabriela"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SC/D 2,6,EGY,08:39.5,"NEGM, Nadia"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SE/F 1,1,TPE,08:38.2,"HUANG, Yi-Ting"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SE/F 1,2,IRI,08:45.5,"JAVAR, Mahsa"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SE/F 1,3,THA,08:52.0,"NEEGREE, Phuttharaksa"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SE/F 1,4,PER,09:11.9,"VALLE GRANADOS, Camila"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SE/F 2,1,KAZ,08:29.2,"GERMANOVICH, Svetlana"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SE/F 2,2,INA,08:40.0,"YULIAWATI, Dewi"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SE/F 2,3,BAH,08:46.1,"MORLEY, Emily"
2016 Olympic Games Regatta,W1x,Women's Single Sculls - Semifinal,SE/F 2,4,TOG,09:25.6,"AYIVON, Akossiwa"
2016 World Rowing Championships,LM2-,Lightweight Men's Pair - Heat,H1,1,DEN,06:39.7,"ESPENSEN, Emil; VILHELMSEN, Jens"
2016 World Rowing Championships,LM2-,Lightweight Men's Pair - Heat,H1,2,BRA,06:41.9,"VELA MAGGI, Xavier; GIARETTON, Willian"
2016 World Rowing Championships,LM2-,Lightweight Men's Pair - Heat,H1,3,POR,06:43.4,"GONCALVES COELHO, Nuno; CORREIA CARVALHO, Jorge"
2016 World Rowing Championships,LM2-,Lightweight Men's Pair - Heat,H1,4,USA,06:46.3,"WEILAND, Andrew; GIBSON, Peter"
2016 World Rowing Championships,LM2-,Lightweight Men's Pair - Heat,H1,5,HUN,06:52.3,"SZIGETI, Roland; FORRAI, David"
2016 World Rowing Championships,LM2-,Lightweight Men's Pair - Heat,H1,6,JPN,06:55.0,"KOBAYASHI, Masato; NARA, Kazuki"
2016 World Rowing Championships,LM2-,Lightweight Men's Pair - Heat,H2,1,GBR,06:37.0,"CASSELLS, Joel; SCRIMGEOUR, Sam"
