competition,event,race,code,position,nationality,time,crew
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Final,FB,6,TUR,07:14.0,"KUSKU, Enes"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Final,FC,1,CZE,07:08.9,"CABLA, Petr"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Final,FC,2,IRL,07:09.6,"O'DONOVAN, Paul"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Final,FC,3,CRO,07:12.2,"RADONIC, Luka"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Final,FC,4,SVK,07:20.1,"REZNAK, Marek"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Final,FC,0,FRA,00:00.0,"PILAT, Alexandre"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Final,FD,1,NED,07:18.9,"KLOMP, Daan"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Final,FD,0,AZE,00:00.0,"AFANDIYEV, Javid"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Repechage,R1,1,SLO,07:06.6,"HRVAT, Rajko"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Repechage,R1,2,SRB,07:09.0,"STANOJEVIC, Milos"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Repechage,R1,3,CZE,07:11.6,"CABLA, Petr"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Repechage,R1,4,IRL,07:12.3,"O'DONOVAN, Paul"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Repechage,R1,5,NED,07:15.2,"KLOMP, Daan"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Repechage,R2,1,HUN,07:10.7,"MATYASOVSZKI, Daniel"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Repechage,R2,2,TUR,07:13.8,"KUSKU, Enes"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Repechage,R2,3,SVK,07:16.1,"REZNAK, Marek"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Repechage,R2,4,AZE,07:16.7,"AFANDIYEV, Javid"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Repechage,R2,5,FRA,07:16.8,"PILAT, Alexandre"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Repechage,R2,6,CRO,07:17.5,"RADONIC, Luka"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,1,GER,06:59.8,"LAWITZKE, Daniel"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,2,ITA,07:00.0,"MIANI, Marcello"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,3,GBR,07:01.6,"FREEMAN-PASK, Adam"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,4,GRE,07:02.9,"MAGDANIS, Panagiotis"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,5,HUN,07:04.9,"MATYASOVSZKI, Daniel"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,6,SRB,07:19.2,"STANOJEVIC, Milos"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,1,POR,06:54.8,"FRAGA, Pedro"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,2,SUI,06:57.9,"SCHMID, Michael"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,3,DEN,06:59.4,"BENDTSEN, Andrej"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,4,BUL,06:59.9,"VASILEV, Nedelcho"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,5,SLO,07:09.3,"HRVAT, Rajko"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,6,TUR,07:16.5,"KUSKU, Enes"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SC/D 1,1,FRA,07:11.7,"PILAT, Alexandre"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SC/D 1,2,CZE,07:15.5,"CABLA, Petr"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SC/D 1,3,AZE,07:19.1,"AFANDIYEV, Javid"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SC/D 2,1,CRO,07:10.2,"RADONIC, Luka"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SC/D 2,2,IRL,07:11.1,"O'DONOVAN, Paul"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SC/D 2,3,SVK,07:11.5,"REZNAK, Marek"
2014 European Rowing Championships,LM1x,Lightweight Men's Single Sculls - Semifinal,SC/D 2,4,NED,07:12.2,"KLOMP, Daan"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Heat,H1,1,GBR,06:59.1,"WALSH, Imogen; COPELAND, Katherine"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Heat,H1,2,NED,06:59.7,"WOERNER, Elisabeth; HEAD, Maaike"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Heat,H1,3,RUS,07:08.5,"STEPOCHKINA, Diana; ARKADOVA, Olga"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Heat,H1,4,SUI,07:10.1,"ROL, Frederique; MERZ, Patricia"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Heat,H1,5,FRA,07:18.6,"LECLERC, Camille; MARECHAL, Julie"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Heat,H2,1,ITA,06:58.5,"MILANI, Laura; SANCASSANI, Elisabetta"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Heat,H2,2,POL,06:58.5,"DOROCIAK, Joanna; DERESZ, Weronika"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Heat,H2,3,ROU,07:03.9,"LEHACI, Ionela-Livia; ASOLTANEI, Andreea"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Heat,H2,4,DEN,07:06.3,"HOLMEGAARD, Runge; PULTZ, Christina"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Heat,H2,5,BLR,07:08.5,"KRYVASHEYENKA, Alena; LIASKOVA, Irina"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Heat,H3,1,GER,06:55.8,"MUELLER, Lena; NOSKE, Anja"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Heat,H3,2,SWE,06:57.4,"LILJA, Cecilia; FREDH, Emma"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Heat,H3,3,CZE,07:09.1,"NENCINI, Ricky; NACHAZELOVA, Daniela"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Heat,H3,4,AUT,07:11.0,"BORZACCHINI, Stefanie; BERGER, Anna"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Heat,H3,5,LAT,07:35.5,"SVIRSKA, Olga; IVANOVA, Ludmila"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Final,FA,1,ITA,06:54.9,"MILANI, Laura; SANCASSANI, Elisabetta"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Final,FA,2,GER,06:55.6,"MUELLER, Lena; NOSKE, Anja"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Final,FA,3,GBR,06:55.8,"WALSH, Imogen; COPELAND, Katherine"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Final,FA,4,SWE,06:59.8,"LILJA, Cecilia; FREDH, Emma"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Final,FA,5,NED,07:00.5,"WOERNER, Elisabeth; HEAD, Maaike"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Final,FA,6,POL,07:02.0,"DOROCIAK, Joanna; DERESZ, Weronika"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Final,FB,1,ROU,07:03.1,"LEHACI, Ionela-Livia; ASOLTANEI, Andreea"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Final,FB,2,BLR,07:06.0,"KRYVASHEYENKA, Alena; LIASKOVA, Irina"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Final,FB,3,SUI,07:06.8,"ROL, Frederique; MERZ, Patricia"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Final,FB,4,DEN,07:07.2,"HOLMEGAARD, Runge; PULTZ, Christina"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Final,FB,5,CZE,07:08.2,"NENCINI, Ricky; NACHAZELOVA, Daniela"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Final,FB,6,RUS,07:10.6,"STEPOCHKINA, Diana; ARKADOVA, Olga"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Final,FC,1,AUT,07:15.8,"BORZACCHINI, Stefanie; BERGER, Anna"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Final,FC,2,FRA,07:23.9,"LECLERC, Camille; MARECHAL, Julie"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Final,FC,3,LAT,07:39.0,"SVIRSKA, Olga; IVANOVA, Ludmila"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Repechage,R1,1,BLR,07:10.2,"KRYVASHEYENKA, Alena; LIASKOVA, Irina"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Repechage,R1,2,SUI,07:11.5,"ROL, Frederique; MERZ, Patricia"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Repechage,R1,3,DEN,07:12.0,"HOLMEGAARD, Runge; PULTZ, Christina"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Repechage,R1,4,AUT,07:13.5,"BORZACCHINI, Stefanie; BERGER, Anna"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Repechage,R1,5,FRA,07:15.7,"LECLERC, Camille; MARECHAL, Julie"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Repechage,R1,6,LAT,07:44.1,"SVIRSKA, Olga; IVANOVA, Ludmila"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 1,1,GER,07:00.4,"MUELLER, Lena; NOSKE, Anja"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 1,2,GBR,07:01.7,"WALSH, Imogen; COPELAND, Katherine"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 1,3,POL,07:05.4,"DOROCIAK, Joanna; DERESZ, Weronika"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 1,4,CZE,07:12.1,"NENCINI, Ricky; NACHAZELOVA, Daniela"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 1,5,BLR,07:12.5,"KRYVASHEYENKA, Alena; LIASKOVA, Irina"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 1,6,SUI,07:13.5,"ROL, Frederique; MERZ, Patricia"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 2,1,ITA,07:03.6,"MILANI, Laura; SANCASSANI, Elisabetta"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 2,2,SWE,07:04.0,"LILJA, Cecilia; FREDH, Emma"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 2,3,NED,07:06.1,"WOERNER, Elisabeth; HEAD, Maaike"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 2,4,ROU,07:07.4,"LEHACI, Ionela-Livia; ASOLTANEI, Andreea"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 2,5,DEN,07:19.5,"HOLMEGAARD, Runge; PULTZ, Christina"
2014 European Rowing Championships,LW2x,Lightweight Women's Double Sculls - Semifinal,SA/B 2,6,RUS,07:19.6,"STEPOCHKINA, Diana; ARKADOVA, Olga"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Heat,H1,1,NED,07:42.2,"FRENKEN, Marie-Anne"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Heat,H1,2,GBR,07:44.4,"TAYLOR, Charlotte"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Heat,H1,3,DEN,07:48.5,"OLSEN, Helene"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Heat,H1,4,CZE,07:59.2,"PAZDERKOVA, Marketa"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Heat,H1,5,CRO,08:08.3,"PAVKOVIC, Helena"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Heat,H2,1,BEL,07:43.5,"PELEMAN, Eveline"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Heat,H2,2,HUN,07:53.2,"BENE, Dorottya"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Heat,H2,3,ITA,07:58.7,"POLLINI, Giulia"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Heat,H2,4,SUI,08:04.1,"SEYDOUX, Adeline"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Heat,H3,1,GRE,07:43.7,"NIKOLAIDOU, Aikaterini"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Heat,H3,2,GER,07:51.9,"PLESS, Leonie"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Heat,H3,3,CYP,07:54.6,"IOANNOU, Anna"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Heat,H3,4,RUS,08:02.8,"VARFOLOMEEVA, Natalia"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Final,FA,1,GRE,07:33.1,"NIKOLAIDOU, Aikaterini"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Final,FA,2,NED,07:34.9,"FRENKEN, Marie-Anne"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Final,FA,3,GER,07:35.9,"PLESS, Leonie"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Final,FA,4,GBR,07:37.2,"TAYLOR, Charlotte"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Final,FA,5,BEL,07:38.9,"PELEMAN, Eveline"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Final,FA,6,HUN,07:39.3,"BENE, Dorottya"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Final,FB,1,DEN,07:45.5,"OLSEN, Helene"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Final,FB,2,CYP,07:47.5,"IOANNOU, Anna"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Final,FB,3,ITA,07:50.4,"POLLINI, Giulia"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Final,FB,4,SUI,07:56.2,"SEYDOUX, Adeline"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Final,FB,5,CZE,07:57.0,"PAZDERKOVA, Marketa"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Final,FB,6,RUS,07:57.2,"VARFOLOMEEVA, Natalia"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Repechage,R1,1,RUS,08:02.7,"VARFOLOMEEVA, Natalia"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Repechage,R1,2,CZE,08:05.0,"PAZDERKOVA, Marketa"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Repechage,R1,3,SUI,08:06.9,"SEYDOUX, Adeline"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Repechage,R1,4,CRO,08:10.2,"PAVKOVIC, Helena"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 1,1,GRE,07:38.8,"NIKOLAIDOU, Aikaterini"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 1,2,NED,07:41.6,"FRENKEN, Marie-Anne"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 1,3,HUN,07:43.2,"BENE, Dorottya"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 1,4,CYP,07:46.5,"IOANNOU, Anna"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 1,5,CZE,07:55.0,"PAZDERKOVA, Marketa"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 1,6,RUS,08:04.9,"VARFOLOMEEVA, Natalia"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 2,1,GBR,07:41.7,"TAYLOR, Charlotte"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 2,2,BEL,07:43.0,"PELEMAN, Eveline"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 2,3,GER,07:44.6,"PLESS, Leonie"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 2,4,DEN,07:44.7,"OLSEN, Helene"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 2,5,ITA,07:45.0,"POLLINI, Giulia"
2014 European Rowing Championships,LW1x,Lightweight Women's Single Sculls - Semifinal,SA/B 2,6,SUI,08:08.0,"SEYDOUX, Adeline"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H1,1,AZE,06:16.0,"ALEKSANDROV, Aleksandar; YOTOV, Boris"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H1,2,SRB,06:20.9,"MARJANOVIC, Marko; FILIPOVIC, Aleksandar"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H1,3,SUI,06:23.7,"AREGGER, David; ROEOESLI, Roman"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H1,4,CZE,06:26.4,"PLOCEK, Michal; ANDRLE, Jan"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H1,5,POL,06:32.4,"BISKUP, Mateusz; WICENCIAK, Adam"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H1,6,AUT,06:32.5,"HIRTZBERGER, Julius; FRANEK, Camillo"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H2,1,NOR,06:22.7,"HOFF, Nils Jakob; BORCH, Kjetil"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H2,2,DEN,06:34.2,"JOHANNESEN, Sophus; NIELSEN, Sverri"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H2,3,SLO,06:46.7,"ROJEC, Matej; FISTRAVEC, Gasper"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H2,4,LAT,06:48.4,"KALNINS, Kriss; ZUNDE, Gints"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H2,5,UKR,07:14.7,"IVANOV, Yuriy; FUTRYK, Ivan"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H3,1,GER,06:11.6,"GRUHNE, Hans; KRUEGER, Stephan"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H3,2,GBR,06:12.1,"COLLINS, John; WALTON, Jonathan"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H3,3,ESP,06:36.2,"GARCIA, Juan; PADILLA CAMARA, Ruben"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H3,4,EST,06:38.6,"ENDREKSON, Tonu; JAMSA, Andrei"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H3,5,ITA,06:53.5,"FOSSI, Francesco; BATTISTI, Romano"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H4,1,LTU,06:14.5,"MASCINSKAS, Rolandas; RITTER, Saulius"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H4,2,NED,06:21.2,"VAN LUIJK, Thijs; UITTENBOGAARD, Dirk"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H4,3,RUS,06:24.0,"KHMYLNIN, Dmitry; PRIBYL, Denis"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H4,4,BLR,06:25.6,"MIHAL, Dzianis; PAVUKOU, Pilip"
2014 European Rowing Championships,M2x,Men's Double Sculls - Heat,H4,5,ROU,06:32.2,"PRUNDEANU, Ioan; MARIUC, Dumitru"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FA,1,LTU,06:08.8,"MASCINSKAS, Rolandas; RITTER, Saulius"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FA,2,AZE,06:09.4,"ALEKSANDROV, Aleksandar; YOTOV, Boris"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FA,3,GER,06:10.1,"GRUHNE, Hans; KRUEGER, Stephan"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FA,4,NOR,06:11.6,"HOFF, Nils Jakob; BORCH, Kjetil"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FA,5,NED,06:13.7,"VAN LUIJK, Thijs; UITTENBOGAARD, Dirk"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FA,6,GBR,06:19.4,"COLLINS, John; WALTON, Jonathan"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FB,1,SUI,06:17.9,"AREGGER, David; ROEOESLI, Roman"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FB,2,SRB,06:18.0,"MARJANOVIC, Marko; FILIPOVIC, Aleksandar"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FB,3,CZE,06:20.9,"PLOCEK, Michal; ANDRLE, Jan"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FB,4,ESP,06:22.2,"GARCIA, Juan; PADILLA CAMARA, Ruben"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FB,5,DEN,06:30.2,"JOHANNESEN, Sophus; NIELSEN, Sverri"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FB,6,ROU,06:32.8,"PRUNDEANU, Ioan; MARIUC, Dumitru"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FC,1,POL,06:24.5,"BISKUP, Mateusz; WICENCIAK, Adam"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FC,2,EST,06:26.0,"ENDREKSON, Tonu; JAMSA, Andrei"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FC,3,AUT,06:26.7,"HIRTZBERGER, Julius; FRANEK, Camillo"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FC,4,RUS,06:27.5,"KHMYLNIN, Dmitry; PRIBYL, Denis"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FC,5,BLR,06:27.8,"MIHAL, Dzianis; PAVUKOU, Pilip"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FC,6,UKR,06:28.1,"IVANOV, Yuriy; FUTRYK, Ivan"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FD,1,SLO,06:30.8,"ROJEC, Matej; FISTRAVEC, Gasper"
2014 European Rowing Championships,M2x,Men's Double Sculls - Final,FD,2,LAT,06:43.8,"KALNINS, Kriss; ZUNDE, Gints"
2014 European Rowing Championships,M2x,Men's Double Sculls - Repechage,R1,1,SRB,06:27.9,"MARJANOVIC, Marko; FILIPOVIC, Aleksandar"
2014 European Rowing Championships,M2x,Men's Double Sculls - Repechage,R1,2,ROU,06:29.1,"PRUNDEANU, Ioan; MARIUC, Dumitru"
2014 European Rowing Championships,M2x,Men's Double Sculls - Repechage,R1,3,AUT,06:32.8,"HIRTZBERGER, Julius; FRANEK, Camillo"
